id,clean_text,Political,Economic,Technical,Market,Other
964,AXL is great project.The benefits of the AXL project are really great.AXL project has everything and y,0,0,1,0,0
965,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1
966,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1
967,Thx for the info! Took out my dogecoin from the exchange.,0,0,0,0,1
968,became the doge killer. Next will be the matic killer.The mesh will surpass the polygon mesh,0,0,0,0,1
969,: Watching a documentary on my Apple TV thanks to $DGTV,0,0,0,0,1
970,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1
971,ola meu amigo sou so brasil vamos lista Baby Doge Coin,0,0,0,0,1
972,forgotten things will wake up strong $zhao $doge $cz,0,0,0,0,1
973,they love only centralized shitcoins where is hype. Then dump,0,0,0,0,1
974,: % Doge Rewards. Come join the movement to celebrate Doge's th bday.,0,0,0,0,1
975,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,1,0
976,So us ur proof of reserve of $DOGE to reward fam,0,0,0,0,1
977,"If you find another microcap with year LP lock and audit let me know. Until then, BLUE DOGE it is!",0,0,0,1,0
978,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1
979,"Baby Doge, doo, doo, doo, doo, doo,Baby Doge, doo, doo, doo, doo, doo,Baby Doge, doo, doo, doo, doo, doo,Baby Doge",0,0,0,0,1
980,- You missed $BTC - You missed $DOGE - You missed $XRP,0,0,0,1,0
981,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1
982,: Is it a coincidence that Binance's Abu Dhabi information and wadzpay's Abu Dhabi informat,0,0,0,0,1
983,The most undervalued gem is $BLUE DOGE. Its gonna melt faces!,0,0,0,0,1
984,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1
985,We are all in . to the moon RACA S THE BEST!!,0,0,0,0,1
986,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1
987,"Proof of deposites. A third party crypto with no functionality other than btc, doge etc that all tokens invest",0,0,0,1,0
988,"will surperise everyone, will crazilly up to $5 also",0,0,0,0,1
989,": Rebuilding starts, to the moon says",0,0,0,0,1
990,: Hayat ilmek ilmek ilediBulatk ustc ye hepimizi iledilk balarken zenginlik hayeli rya idi d idiSonu h,0,0,0,0,1
991,"Binance has send again old Dogecoin transactions to old HitBTC wallets, and now asks me to refund.",0,0,1,0,0
992,: Bu insanlara yaattn en yakn zamanda aynsn yaadn grmek umuduyla bekliyorum ekik gzl iblis,0,0,0,0,1
993,: syanm kaderime deil sana Terrank kadere isyan olmazHrsza anak tutup mahvettin bizi Allah kahretsin he,0,0,0,0,1
994,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,1,0
995,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,1,0
996,We are all in . to the moon RACA S THE B,0,0,0,0,1
997,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,1,0
998,syanm kaderime deil sana Terrank kadere isyan olmazHrsza anak tutup mahvettin bizi Allah kahr,0,0,0,0,1
999,I don't look at the prices anymore for lifetime.I have simple target '100k' Before it I'm gonna accumulat,0,0,0,1,0
1000,Bu insanlara yaattn en yakn zamanda aynsn yaadn grmek umuduyla bekliyorum ekik gzl ibl,0,0,0,0,1
1001,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1
1002,Hayat ilmek ilmek ilediBulatk ustc ye hepimizi iledilk balarken zenginlik hayeli rya idi d id,0,0,0,0,1
1003,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1
1004,New to buy token: btc eth doge uni link matic atom Register on FAMEEX: you,0,0,0,0,1
1005,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1
1006,I can't wait to see integrating this utilities project,0,0,1,0,0
1007,"Another fall and rise again. Friends, would you please follow me, would you like my tweets, would you retweet, ple",0,0,0,0,1
1008,DEX coming next weekAre you ready With tweet earn doge is already live,0,0,0,0,1
1009,HODL &amp; Make Millions. Reward % :// !,0,0,0,0,1
1010,$MASK has been a good play lately.Just broke the resistance and retest in progress.Let's not forget a,0,0,0,1,0
1011,Doge - elons birthday + dogeWe are ready for the moon. Just launched toda,0,0,0,1,0
1012,You never know. might make dogecoin the default currency for Mars once he colonises it.,0,0,0,1,0
1013,": Stop waiting to decide that there is a better time to be happy than the ""moment"" you are in.Remember, tomorrow is not prom",0,0,0,0,1
1014,": Stop waiting to decide that there is a better time to be happy than the ""moment"" you are in.Remember, tomorrow is not prom",0,0,0,0,1
1015,You All are welcome to (pinkie lnu),0,0,0,0,1
1016,You All are welcome to (pinkie lnu),0,0,0,0,1
1017,"Rebuilding starts, to the moon says",0,0,0,0,1
1018,Hello crypto community lost all my savings in crash.Any donations to s,0,0,0,0,1
1019,": days until Doge turns years old! Join us for a big week of shilling, contests, and spreading the word about",0,0,0,1,0
1020,: % Doge Rewards. Come join the movement to celebrate Doge's th bday.,0,0,0,1,0
1021,ALL EYES ON $TWITTY BEST PROJECT ON BSC .,0,1,0,0,0
1022,"If you zoom out the NFT images clearly, you'll find out that they are completely hand drawn images with well fusion",0,0,1,0,0
1023,": How many of us are saying is ready to go to the moon in the upcoming Taurus run? If you believe this,show your str",0,0,0,0,1
1024,I really want to fly for $1 now...don't sell it,0,0,0,0,1
1025,What's the first thing you do when you see pumped ?Me: Open check tweets,0,0,0,0,1
1026,: Whats the progress on development ? Any idea what we are building and where we are ?,0,0,0,0,1
1027,: Whats the progress on development ? Any idea what we are building and where we are ?,0,0,0,0,1
1028,: Watching a documentary on my Apple TV thanks to $DGTV,0,0,0,0,1
1029,to the Rescue! $BTC $SHIB $BNB $DOGE $USDT,0,0,0,1,0
1030,will be explode in this year bib uncle bo,0,0,0,1,0
1031,"dear Elon musk coin is too big for our loss, when are you going to tweet about ?",0,0,0,1,0
1032,How many will use ? Even if it's only .5% of that doge will reach a dollar easily.,0,0,0,1,0
1033,Whats the progress on development ? Any idea what we are building and where we are ?,0,0,0,0,1
1034,Look at Elon Musk his missed Dogecoin rally is affecting his credibility as the crypto leader.,0,0,0,1,0
1035,Milo Inu has been working very hard! Milo's P2E is Coming! Check out the preview below,0,0,0,0,1
1036,": The more I see the work of the team, the more my hope and excitement increase.The more we make our voice heard and",0,0,0,0,1
1037,Doge Meme Coin NFT in hurry up ://,0,0,0,1,0
1038,"Bitcoin is pure trash. k for bitcoin, insane! Only Doge survives and thrives. You can bag on it all",0,0,0,1,0
1039,He is a closet Doge holder? everyone likes Doge,0,0,0,0,1
1040,Football + Doge = minifootball tokenliste,0,0,0,0,1
1041,Football + Doge = minifootball tokenliste,0,0,0,0,1
1042,Twshib Inu is the favorite $Doge reward coin of the Crypto community. Just hold,0,0,0,1,0
1043,": The more I see the work of the team, the more my hope and excitement increase.The more we make our voice heard and",0,0,0,0,1
1044,: Bitcoin going moon what should I buy?,0,0,0,1,0
1045,"eDOGE - The newest Doge on the blockThe newest Doge on the blockLISTING DATE: NOV , :00 UTC",0,0,0,1,0
1046,billion people pay with dogecoin in few years,0,1,0,0,0
1047,And the one to start with is $DG71,0,0,0,0,1
1048,"Yes, put your Doge in a secure Private Wallet. I am glad I did.",0,0,0,1,0
1049,": The more I see the work of the team, the more my hope and excitement increase.The more we make our voice heard and",0,0,0,0,1
1050,": is the biggest coming thing in the crypto space, it's a like memecoin is the",0,0,0,0,1
1051,": Buy ,the next top tier memecoin and enjoy the passive income in I'm personally using Metam",0,0,0,0,1
1052,Kudos He's always a tough know it all and he was stuck because you had every reply,0,0,0,1,0
1053,Can anyone help me with $1000?Lost everything on ftx and Luna.. This is compensate my loss a little.,0,0,0,1,0
1054,I don't undertand whyy noone sha,0,0,0,0,1
1055,Will $cardano get to $2 before the end of December ?,0,0,0,0,1
1056,Watching a documentary on my Apple TV thanks to $DGTV,0,0,0,0,1
1057,in few years we will have mil people left and billion doge,0,1,0,0,0
1058,"still finds itself above the Monthly Kijun-sen supportIn fact, the Kijun-sen is a confluent support with the",0,0,0,0,1
1059,": Number of unique addresses holding min. K has been increasing since Feb '21That said, st signs of a Lower High f",0,0,0,0,1
1060,still holding the support area around the long-standing macro Higher Low$BTC,0,0,0,1,0
1061,GIVEAWAY I am offering FREE annual subscriptions to my newsletter ($420 value)Rules of entry:1. L,0,0,0,0,1
1062,Are the two Bull Market EMAs about to crossover?$BTC,0,0,0,1,0
1063,"Looks like has flipped the Pi Cycle -day MA into a new resistance, similarly to December $BTC",0,0,0,0,1
1064,"is trying to solidify a base at the bottom of the Volume Gap (~$40,000)If BTC continues to hold ~$40K --&gt; Vo",0,0,0,1,0
1065,is still holding the Macro Higher LowAlso BTC is the process of retesting the top of a multi-week range (ora,0,0,0,1,0
1066,is still holding the long-standing Macro Higher Low$BTC,0,0,0,1,0
1067,experiences a picture-perfect rejection from the two Bull Market EMAs$BTC,0,0,0,1,0
1068,"I've just published a new edition of the Rekt Capital newsletter""Altcoin Newsletter""I share my charts &amp; analysi",0,0,0,0,1
