id,clean_text,Political,Economic,Technical,Market,Other,,
1927,"Once finally reverses to the upside, it will have been the most obvious thing in retrospect$BTC",0,0,0,0,0,,
1928,": % of the have now been mined.Current annual inflation of %, and programmatically declining for t",0,0,0,0,0,,
1929,: Is in a Bull Market?YesWill there be dips on the way up?Absolutely Will there be corrections?Of courseBut,0,0,0,0,0,,
1930,"Whenever get euphoric, it's usually a good time to critically question such sentimentSame goes for bea",0,0,0,0,0,,
1931,"The longer consolidates here, the stronger this area will figure as a source of demand in the following Bear M",0,0,0,0,0,,
1932,This price action at current levels isnt just setting up the next trend continuation in the cycleIts also,0,0,0,0,0,,
1933,Over % of investors believe that Bitcoin is still in a Bull Market$BTC,0,0,0,0,0,,
1934,Which Altcoin are you accumulating on this retrace?$BTC,0,0,0,0,0,,
1935,investors got Extremely Fearful due to the retraceAnd now they are getting Extremely Bored due to this conso,0,0,0,0,0,,
1936,continues to enjoy price stability at the yellow Fib Curve supportHistorically recurring Bitcoin price,0,0,0,0,0,,
1937,Some follow through for from the red support area Generally inside the red Range Low and black Range high un,0,0,0,0,0,,
1938,"Despite the downside volatility throughout the week, looks set to Weekly Close above the red area$BTC is sti",0,0,0,0,0,,
1939,"The consolidation continuesFor new macro uptrend continuation, $BTC would need to Weekly Close above the gre",0,0,0,0,0,,
1940,continues to successfully retest the top of the macro Flagging Structure as support$BTC,0,0,0,0,0,,
1941,"Initially, failed to reclaim the red area as supportBut yesterday $BTC actually managed a Daily Candle Close",0,0,0,0,0,,
1942,The NEW Bitcoin Investing course launches in only two days! Make the most of the now limited-time $50 early-bird,0,0,0,0,0,,
1943,: Is still in a Bull Market or a new Bear Market?$BTC,0,0,0,0,0,,
1944,Is still in a Bull Market or a new Bear Market?$BTC,0,0,0,0,0,,
1945,It may not feel like it with all this downside on but Bitcoin is still respecting historically recurring price,0,0,0,0,0,,
1946,": New edition of the Rekt Capital Newsletter is live ""Is In A New Bear Market?""I talk about the $BTC Market Cycle,",0,0,0,0,0,,
1947,": New edition of the Rekt Capital Altcoin newsletter is live!I share my thoughts and charts on Altcoins, including $MATI",0,0,0,0,0,,
1948,"struggling to reclaim red as supportNeeds to Daily Close above red to follow the orange pathOtherwise, thi",0,0,0,0,0,,
1949,"New edition of the Rekt Capital Altcoin newsletter is live!I share my thoughts and charts on Altcoins, includin",0,0,0,0,0,,
1950,Just finished charting the last TA requests for subscribers of the Rekt Capital newsletter I share my thoughts a,0,0,0,0,0,,
1951,"Macro-wise, is consolidating inside its Re-Accumulation range ($28000-$68000; green-red)Micro-wise, $BTC is",0,0,0,0,0,,
1952,continues to enjoy price stability at the yellow Fib Curve supportHistorically recurring Bitcoin price,0,0,0,0,0,,
1953,needs reclaim red as support and/or Daily Close above the red area to follow the orange pathwayFollowing the,0,0,0,0,0,,
1954,"On the Weekly timeframe, is still holding the red supportHowever on the Daily - $BTC needs to flip the red a",0,0,0,0,0,,
1955,"Yes, there's been a decent amount of volatility for recentlyIn fact, $BTC has been threatening to lose this",0,0,0,0,0,,
1956,"Youve survived worse, much deeper retraces than this oneYoull get through this one, too$BTC",0,0,0,0,0,,
1957,The two most effective ways for prolong the amount of time it spends in a Bull Run is either via extended c,0,0,0,0,0,,
1958,The more extreme the fear towards more extreme the financial opportunity$BTC,0,0,0,0,0,,
1959,This consolidation/dipping period exists to make you lose sight of the parabolic uptrend that comes afte,0,0,0,0,0,,
1960,: DominanceAt supportThis explains why alts have struggled lately and there might be more struggle on the horizon htt,0,0,0,0,0,,
1961,DominanceAt supportThis explains why alts have struggled lately and there might be more struggle on the ho,0,0,0,0,0,,
1962,Timing the bottom on this retrace is hardSo just Dollar-Cost AverageFinding ways to put your $BTC to work,0,0,0,0,0,,
1963,As long as there is fear towards ...There is opportunity$BTC,0,0,0,0,0,,
1964,"is threatening to lose this red support but no confirmed breakdownBelow red is the orange area, a strong sup",0,0,0,0,0,,
1965,"The -Week EMA tends to figure as support during Bull Market retracesEssentially, this EMA rescues the $BTC",0,0,0,0,0,,
1966,"is still at key support, successfully finding stability at the yellow Fib$BTC",0,0,0,0,0,,
1967,: Bitcoin will retrace deep enough to convince you that the Bull Market is overAnd then it will resume its uptrend$BTC,0,0,0,0,0,,
1968,"New edition of the Rekt Capital Newsletter is out!""Bitcoin and Ethereum - Macro Perspectives""I share more analy",0,0,0,0,0,,
1969,When rallies strongly - investors think of the best case scenario for BTC's priceBullish euphoriaWhen $BTC,0,0,0,0,0,,
1970,The NEW Bitcoin Investing course is a resource you can refer to for yearsIt will help you: Secure life-changin,0,0,0,0,0,,
1971,"investors are still fearful but that doesn't mean you should be, too$BTC",0,0,0,0,0,,
1972,"So far, so good$BTC is trying to established continued price-stability at the red level supportIn doing",0,0,0,0,0,,
1973,may be repeating a consolidation period it also experienced following its May crashThis consolidation t,0,0,0,0,0,,
1974,"Missed my recent YouTube video on ?""New Bitcoin Bear Market?""Feel free to check it out here:",0,0,0,0,0,,
1975,"On the more lower timeframes, is trying to reaffirm support at the red level (~$48700)Losing red could see",0,0,0,0,0,,
1976,"has rejected from the green -week EMA resistanceIn the future, $BTC will need to flip this EMA back into s",0,0,0,0,0,,
1977,Just finished recording one of the final tutorials for the brand NEW Bitcoin Investing course This resource will,0,0,0,0,0,,
1978,New Bear Market?Checkout my new YouTube video: and Subscribe!$BTC,0,0,0,0,0,,
1979,Hit like if you want me to return to YouTube today with a new video about Subscribe here:,0,0,0,0,0,,
1980,"has reached the green -week EMAThis EMA may figure as resistance in the short-termOverall, $BTC needs to",0,0,0,0,0,,
1981,NEW Bitcoin Investing Course launches next week PreOrder offer includes: $50 discount BONUS video on how I,0,0,0,0,0,,
1982,investors are still Extremely Fearful$BTC,0,0,0,0,0,,
1983,One of the best investing strategies on this correction?Dollar-Cost AveragingAnother worthwhile strategy w,0,0,0,0,0,,
1984,has broken back above the -day EMAThe EMA is a gauge of long-term investor sentiment$BTC has been a,0,0,0,0,0,,
1985,is slowly approaching ~$52000$BTC,0,0,0,0,0,,
1986,"Technically, is still consolidating between the EMAs which are forming a range, just like in May BTC is",0,0,0,0,0,,
1987,"$BAT / USD - BAT successfully retests the black diagonal as support, though not without",0,0,0,0,0,,
1988,Looks like has successfully retested the top of the macro Flagging Structure as support$BTC,0,0,0,0,0,,
1989,successfully retests the small red area as support and rebounds towards the next available resistance at ~$520,0,0,0,0,0,,
1990,Worrying about a new Bear Market is the number one thing that distracts you from buying on a retrace in a Bull,0,0,0,0,0,,
1991,"The only reason at $42,000 seems like a great entry is because price is at ~$51,000 now$BTC at $42,000 didn",0,0,0,0,0,,
1992,The more moves up from hereThe more people will wish theyd bought lower$BTC,0,0,0,0,0,,
1993,Extreme Fear precedes financial opportunity,0,0,0,0,0,,
1994,: Weekly Close above ~$49000 and BTC could run to ~$52000 which would be the next major resistance to break$BTC,0,0,0,0,0,,
1995,"And just like that is back above $50,000$BTC",0,0,0,0,0,,
1996,"has decreased in price by ~$20,000 over the past few weeks$BTC",0,0,0,0,0,,
1997,Just over one week left until the NEW Rekt Capital Bitcoin Investing course launches Launch date -&gt; th of Dece,0,0,0,0,0,,
1998,"New edition of the Rekt Capital Newsletter is live ""Is In A New Bear Market?""I talk about the $BTC Market",0,0,0,0,0,,
1999,"dipped towards the black diagonal trend line once again, but didn't actually contact it for a picture-perfect",0,0,0,0,0,,
2000,Followers Thank you all so very much for your support,0,0,0,0,0,,
2001,"$BAT / USD - Makes it back above the black diagonalOverall, this will probably be the",0,0,0,0,0,,
2002,"still managing to hold this red area as support, even if BTC may threaten to lose this area as support once or",0,0,0,0,0,,
2003,: GIVEAWAY I am offering FREE annual subscriptions to my newsletter ($420 value)Rules of entry:1. Like2.,0,0,0,0,0,,
2004,$BAT / USD - BAT failed to Weekly Close above $1.22 for a successful retest to take pla,0,0,0,0,0,,
2005,Weekly Closed above the small red area from which BTC has previously rebounded$BTC is threatening to lose th,0,0,0,0,0,,
2006,The new Weekly Close for inside these two EMAs confirms the possibility of an extended consolidation period fo,0,0,0,0,0,,
2007,"Weekly Closes above the red levelHowever, looks like $BTC is going to attempt another retest attempt of the",0,0,0,0,0,,
2008,"With each passing day, investors are getting more and more fearfulInvestor sentiment is Extremely Fearful",0,0,0,0,0,,
2009,Weekly Close above ~$49000 and BTC could run to ~$52000 which would be the next major resistance to break$BTC,0,0,0,0,0,,
2010,"On this recent retrace, rebounded from a macro trend line dating back to March That trend line is almost",0,0,0,0,0,,
2011,"has experienced three red Weekly candles in a row by nowProbabilistically speaking, it may be time for a gre",0,0,0,0,0,,
2012,The retest of the macro Flag continues to be successful as we head towards the Weekly CloseNot only that but,0,0,0,0,0,,
2013,"is still below the -day EMAIn fact, there are signs this EMA may be figuring as resistanceHowever, too",0,0,0,0,0,,
2014,investors are Extremely Fearful$BTC,0,0,0,0,0,,
2015,is looking increasingly likely to Weekly Candle Close between these two EMAs Could this set price up for a p,0,0,0,0,0,,
2016,": It fascinates me that in both full cycles, a W close over the came immediately after it crossed the % fib of",0,0,0,0,0,,
2017,: Green -week EMA represents the ~$52600 levelBlue -week EMA represents the ~$44450 levelWeekly Close below ~,0,0,0,0,0,,
2018,GIVEAWAY I am offering FREE annual subscriptions to my newsletter ($420 value)Rules of entry:1. L,0,0,0,0,0,,
2019,is just below the -day EMA right now$BTC,0,0,0,0,0,,
2020,You survived the % Bear MarketYou survived the % $BTC crash in March You survived the % BTC,0,0,0,0,0,,
2021,$BAT / USD - BAT has retraced the entirety of its move since breaking to new ATHsThat,0,0,0,0,0,,0
2022,Bitcoin will retrace deep enough to convince you that the Bull Market is overAnd then it will resume its uptrend$BTC,0,0,0,0,0,,
2023,Another question we have to ask:Can reclaim the green -week EMA as support?Needs to Weekly Close above ~,0,0,0,0,0,,
2024,Green -week EMA represents the ~$52600 levelBlue -week EMA represents the ~$44450 levelWeekly Close,0,0,0,0,0,,
2025,"Looks like the retest is successful for the time beingIn fact, $BTC has made its way back above the red leve",0,0,0,0,0,,
2026,"has made its way back above the yellow Fib support (~$48,600)$BTC",0,0,0,0,0,,
2027,"In May , formed a range inside two important Bull Market EMAs: -week EMA (green) -week EMA (blue",0,0,0,0,0,,
2028,The -Week EMA is an important reference point for priceHere's a thread about its importance when it comes,0,0,0,0,0,,
2029,"Last time was at the -week EMA, price formed a multi-week consolidation range there before a brief fake-brea",0,0,0,0,0,,
2030,has rebounded from the -week EMA support (blue)$BTC,0,0,0,0,0,,
2031,"Constant, uninterrupted sell-side pressure is unsustainableSeller Exhaustion will become a factor soonSeller Ex",0,0,0,0,0,,
2032,Extreme Fear precedes financial opportunity,0,0,0,0,0,,
2033,Investors are now Extremely Fearful towards $BTC,0,0,0,0,0,,
2034,"Macro-wise, this recent downside isn't necessarily out of the ordinaryBitcoin hasn't deviated from its histo",0,0,0,0,0,,
2035,is in the process of retesting a market structure that previously encompassed a period of macro re-accumulatio,0,0,0,0,0,,
2036,"needs to hold black diagonal of macro Flag to perform a successful retestMeanwhile, on the more cyclical vie",0,0,0,0,0,,
2037,may be in the process of retesting the macro flagging structure it broke out from a few months agoBitcoin ne,0,0,0,0,0,,
2038,So whats the narrative on here?What a bloodbath Hope Onchain analytics and S2F come and rescue us,0,0,0,0,0,,
2039,is like a balloon And weak hands are like an anchor Weak hands need to let goFor Bitcoin to fly again$BTC,0,0,0,0,0,,
2040,If you FOMO on a green day...You won't have enough ammo to FOMO on a red dayIf you must FOMO - choose a red day,0,0,0,0,0,,
2041,What if you didn't panic on a retrace?And instead recognised it as an opportunity?How different would your,0,0,0,0,0,,
2042,"tends to form a consolidation base at the Pi Cycle MA (orange)If this is to continue, $BTC needs to form a H",0,0,0,0,0,,
2043,"In September, retraced % to form a consolidation period at the Pi Cycle MA supportInvestors were extremel",0,0,0,0,0,,
2044,"In September, retraced %This is when $BTC investors got Extremely FearfulThen BTC reversed to new ATHs",0,0,0,0,0,,
2045,Extreme Fear precedes financial opportunity,0,0,0,0,0,,
2046,investors are fearful nowBut with this recent downside on $BTC...Investors are probably going to become ex,0,0,0,0,0,,
2047,And The Pi Cycle Top Indicator - A Market UpdateCheckout my new YouTube video:,0,0,0,0,0,,
2048,"saw extremely fearful investor sentiment appear when BTC's price was in the low ~$40,000sThis time, $BTC is",0,0,0,0,0,,
2049,Hit like if you want me to return to YouTube today with a new video about Subscribe here:,0,0,0,0,0,,
2050,"fails to break beyond the black diagonal resistance of its current wedging structureIn fact, $BTC is threate",0,0,0,0,0,,
2051,"Later today, I'll be sharing my exclusive thoughts &amp; charts on different Altcoins in the Rekt Capital Newsletter",0,0,0,0,0,,
2052,is still repeating historically recurring prices tendencies in this cycleAnd history suggests Bitcoin will g,0,0,0,0,0,,
2053,still holding the highs inside this black wedging structure following a successful retest of the Pi Cycle MA (,0,0,0,0,0,,
2054,investors are still fearful$BTC,0,0,0,0,0,,
2055,"$OCEAN / - For the second week in a row, OCEAN has rallied to the black diagonal resis",0,0,0,0,0,,
2056,is on the cusp of confirming a breakout from its wedgeDaily Candle Close above ~$57250 confirms the breakout,0,0,0,0,0,,
2057,still showcasing signs of slowing in the sell-side momentum against the bottom of the Weekly demand area (gree,0,0,0,0,0,,
2058,continues to successfully retest the bottom of the green Weekly demand area as supportEvery successful retes,0,0,0,0,0,,
2059,Long-term perspective &gt; short-term volatility,0,0,0,0,0,,
2060,"I publish the Rekt Capital Newsletter three times a weekOn Mondays, I share exclusive macro research on We",0,0,0,0,0,,
2061,"Every day, is getting closer to bottoming and reversing$BTC",0,0,0,0,0,,
2062,$LRC / - LRC is now in the process of retesting the top of the Bull Flag as supportNeeds to,0,0,0,0,0,,
2063,"continues to hover below this diagonal resistance (black), consistently failing to perform that all-important",0,0,0,0,0,,
2064,investors are getting increasingly fearful at current price levelsHow much more fearful can investors get be,0,0,0,0,0,,
2065,": New edition of the Rekt Capital edition is live! ""The New Monthly Close""I share my thoughts on the new Monthly C",0,0,0,0,0,,
2066,"New edition of the Rekt Capital edition is live! ""The New Monthly Close""I share my thoughts on the new Mo",0,0,0,0,0,,
2067,Accumulating on this retrace and then holding will be a great investing strategySo I'm partnering with,0,0,0,0,0,,
2068,investors are even more fearful than yesterday$BTC,0,0,0,0,0,,
2069,"$ETH is performing strongly heading into the Monthly Candle CloseOn the other hand, is mostly consolidating",0,0,0,0,0,,
2070,$LRC / - Failed to retest the red area as supportIn fact LRC Weekly Closed below it which c,0,0,0,0,0,,
2071,successfully retests the -week EMA as support$BTC,0,0,0,0,0,,
2072,"Indeed, there are signs of slowing in the sell-side momentum against the very bottom of the green demand are",0,0,0,0,0,,
2073,"$OCEAN / - Fantastic +48% move since turning the blue level into support, rallying to",0,0,0,0,0,,
2074,"successfully retests the green bottom as support, bouncing straight into the black diagonal resistanceStill,",0,0,0,0,0,,
2075,": For to confirm a bottom, it would probably need to form a Higher Low and today's dipping price action is the necessar",0,0,0,0,0,,
2076,": New edition of the Rekt Capital Newsletter is live!"" Returns To A Bull Market - Here's What You Need To Know""Sign",0,0,0,0,0,,
2077,Setting Up For A Strong Bullish Monthly Candle Close?Checkout my new YouTube video:,0,0,0,0,0,,
2078,Is there scope for investors to become more fearful?Yes as $BTC may be in the process of forming a Higher Lo,0,0,0,0,0,,
2079,investors are still fearful$BTC,0,0,0,0,0,,
2080,"For to confirm a bottom, it would probably need to form a Higher Low and today's dipping price action is the n",0,0,0,0,0,,
2081,After briefly losing the bottom of the Weekly demand area as support on the Daily timeframe... is now trying,0,0,0,0,0,,
2082,"The new Weekly Close continues to confirm the green area as a region of demandIn fact, there may be early-st",0,0,0,0,0,,
2083,"Following the rejection from the pattern top, will continue to consolidate in this structurePerhaps BTC coul",0,0,0,0,0,,
2084,"At moments like these, confirmation is indeed keyBTC failed to Daily Close above ~$58150 Instead, BTC form",0,0,0,0,0,,
2085,": If you cannot understand the price-action basics, I highly the subscribing to Rekt Capital newsletter. Small price to",0,0,0,0,0,,
2086,"New edition of the Rekt Capital Newsletter is live!"" Returns To A Bull Market - Here's What You Need To Know""",0,0,0,0,0,,
2087,This macro consolidation/dipping period exists to make you lose sight of the parabolic uptrend that comes afte,0,0,0,0,0,,
2088,Works every time,0,0,0,0,0,,
2089,"And just like that, has returned back above the green Monthly level (~$58750)Bitcoin is positioning itself f",0,0,0,0,0,,
2090,Wouldn't it be ironic if calls for a new Bear Market took place at the Bitcoin bottomIt's almost as if Extre,0,0,0,0,0,,
2091,The new Weekly Close continues to confirm the green area as a region of demandThe green area has been protec,0,0,0,0,0,,
2092,"confirms a break back into the wedging structureRelief rally scenario invalidatedIn fact, BTC is on the cu",0,0,0,0,0,,
2093,Pi Cycle MA strikes backCould it be that the Pi Cycle MA has figured as the bottom on the second $BTC r,0,0,0,0,0,,
2094,Investors are still fearful towards And while the best opportunities present themselves when Extreme Fear ap,0,0,0,0,0,,
2095,"The people who didn't want to buy at ~$53,500 yesterday want to buy BTC at ~$58,000 now$BTC",0,0,0,0,0,,
2096,"Black Friday Sale ends in hoursStarting now, one course will lose its $50 discount every hourThe TA course wi",0,0,0,0,0,,
2097,People FOMO into resistance And panic sell at support,0,0,0,0,0,,
2098,has retraced % since the highs which is still less than the % retrace in September$BTC,0,0,0,0,0,,
2099,"is progressing favourably towards a Monthly Close above ~$58,700A few days left until the Monthly Close",0,0,0,0,0,,
2100,All it took was a +7% Daily candle to dissolve all fears and worries of a new Bear Market$BTC,0,0,0,0,0,,
2101,is doing all the right things to set itself up for a Daily Close above ~$55500 which would invalidate a relief,0,0,0,0,0,,
2102,Great rebound from so farA $BTC Weekly Close like this (above ~$55800) would protect the green area as a reg,0,0,0,0,0,,
2103,"investors enjoyed a little bit of relief as Bitcoin briefly rebounded todayHowever, it's likely Extreme Fear",0,0,0,0,0,,
2104,Some people may think we're in a new Market after a % retrace while BTC could actually pull back much,0,0,0,0,0,,
2105,"is not very far from attempting a retest of the -week EMA, a time-tested Bull Market indicator$BTC",0,0,0,0,0,,
2106,"Following the rejection from the wedge bottom, there has been very little reaction from this blue support from",0,0,0,0,0,,
2107,The danger of a Weekly Close below the green area could set BTC up for a relief rally into green next weekIn,0,0,0,0,0,,
2108,"hasn't been able to Daily Close above ~$55500 to invalidate a relief rally scenarioIn fact, there's been som",0,0,0,0,0,,
2109,: Black Friday Sale On ALL Courses Get $50 OFF each course! Choose your course at Click,0,0,0,0,0,,
2110,Here's on the Weekly timeframeNow dipping below the green demand area$BTC could still easily Weekly Close,0,0,0,0,0,,
2111,Calling for a new Bear Market on this current % retrace seems a bit prematureEspecially since $BTC retrac,0,0,0,0,0,,
2112,has experienced sufficiently deep enough downside volatility below the Monthly level to instil extremely fearf,0,0,0,0,0,,
2113,"has confirmed a breakdown from its black wedgeToday, $BTC may be relief rallying in an effort to turn the bo",0,0,0,0,0,,
2114,$BAT / USD - Broke out from its multi-month triangle to reach new All Time HighsAfter,0,0,0,0,0,,
2115,Bitcoin will retrace deep enough to convince you that the Bull Market is overAnd then it will resume its uptrend$BTC,0,0,0,0,0,,
2116,Investors are extremely fearful towards right nowWhich means youve survived the majority of this retraceA,0,0,0,0,0,,
2117,Most people get greedy at resistanceAnd fearful at support,0,0,0,0,0,,
2118,Only two days left of the Black Friday Sale Save up to $150 on all courses! Choose your course at,0,0,0,0,0,,
2119,: Last time saw Extremely Fearful levels on the Fear &amp; Greed Index?21st of September (blue arrow)This is when $BTC,0,0,0,0,0,,
2120,"With investors extremely fearful towards right now, Bitcoin is getting closer to bottoming and reversing with",0,0,0,0,0,,
2121,Welcome to Extreme Fear $BTC,0,0,0,0,0,,
2122,are getting extremely fearful which is exactly what needs to happen for Bitcoin to get closer to a p,0,0,0,0,0,,
2123,Extreme Fear has appeared for the first time on this retraceAnd Extreme Fear precedes financial opportunity,0,0,0,0,0,,
2124,"New edition of the Rekt Capital Altcoin newsletter is liveI share my thoughts &amp; charts on Altcoins, including",0,0,0,0,0,,
2125,"$CRO / - After a phenomenal +450% rally, CRO has rejected from its major Monthly resistance",0,0,0,0,0,,
2126,This pullback is a second chance for a lot of peopleIf you promised yourself that you'll buy $BTC when it go,0,0,0,0,0,,
2127,You survived the March crashYou survived the May $BTC crashYou'll survive this % retrace,0,0,0,0,0,,
2128,"On days like this, it may seem like will never recoverBut it has recovered many times in the past before and",0,0,0,0,0,,
2129,": Yesterday, the Fear &amp; Greed Index was Today it is a little higher at Sentiment is still fearful but this rece",0,0,0,0,0,,
2130,: Sentiment moves Greed drives price upFear drives price down Extreme Greed precedes topsExtreme Fear precedes,0,0,0,0,0,,
2131,failed to confirm a breakout and has since rejectedNow $BTC is threatening to breakdown from this wedging st,0,0,0,0,0,,
2132,is now down % from the highsBitcoin was down % in September before reversing into new All Time Highs,0,0,0,0,0,,
2133,"is down % from the ~$69,000 highsWhich is still a shallower retrace to the % retrace in September$BTC",0,0,0,0,0,,
2134,", $ETH and $LTC all rejected from their resistances after failing to confirm new breakouts",0,0,0,0,0,,
2135,: will bottom once most people are convinced that Bitcoin is in a new Bear MarketMaximum Pessimism precedes price rev,0,0,0,0,0,,
2136,This recent price action is only going to make investors more fearfulWhich only brings Bitcoin closer to a p,0,0,0,0,0,,
2137,$BAT / USD - BAT has broken out from its multi-month triangle to reach new All Time Hig,0,0,0,0,0,,
2138,": investors are Fearful todayBut today $BTC has reboundedLikely, tomorrow sentiment will border on neutral/greedA",0,0,0,0,0,,
2139,": , $ETH and $LTC are all at resistance right nowIn fact, ETH is pressing beyond its own key resistance nowHowever,",0,0,0,0,0,,
2140,Will Make New All Time Highs This Year?Checkout my new YouTube video: today's v,0,0,0,0,0,,
2141,There we go has once again reclaimed the Monthly level as support (green)The downside volatility below the,0,0,0,0,0,,
2142,is still successfully retesting the bottom of its green demand zone as support$BTC,0,0,0,0,0,,
2143,", $ETH and $LTC are all at resistance right nowIn fact, ETH is pressing beyond its own key resistance nowHo",0,0,0,0,0,,
2144,Followers Thank you all so very much for your support,0,0,0,0,0,,
2145,$BAT / USD - BAT has broken outWeekly Close beyond the black diagonal resistance is m,0,0,0,0,0,,
2146,: is developing a subtle bullish divergence on the Daily timeframeNothing conclusive at this early-stage$BTC,0,0,0,0,0,,
2147,"investors are Fearful todayBut today $BTC has reboundedLikely, tomorrow sentiment will border on neutral/g",0,0,0,0,0,,
2148,$BAT / USD - Successfully retests the red area as support againBAT is challenging for,0,0,0,0,0,,
2149,"has certainly solidified its support here, producing a long downside wick into the bottom of the black wedging",0,0,0,0,0,,
2150,Is The Cycle Lengthening?New edition of the Rekt Capital Newsletter is out now!Sign up for only $14 a mont,0,0,0,0,0,,
2151,"Soon, I'll publish a new edition of the Rekt Capital Newsletter:""Is The Cycle Lengthening?""I'll share my p",0,0,0,0,0,,
2152,What's Next For and $ETH?Checkout my new YouTube video: and Subscribe!,0,0,0,0,0,,
2153,I can't believe I am about to reach Followers,0,0,0,0,0,,
2154,will bottom once most people are convinced that Bitcoin is in a new Bear MarketMaximum Pessimism precedes pr,0,0,0,0,0,,
2155,"still finding support at the very bottom of the Weekly demand area (green)Months ago, this same area was an",0,0,0,0,0,,
2156,"Yesterday, the Fear &amp; Greed Index was Today it is a little higher at Sentiment is still fearful but th",0,0,0,0,0,,
2157,"$LRC / - At this stage following the breakout, LRC needs to simply retest either the red area",0,0,0,0,0,,
2158,$CRO / - CRO has rallied +450% since breaking out from its multi-month re-accumulation range,0,0,0,0,0,,
2159,"has rebounded from the bottom of the black wedging structure, which is a confluent support with the bottom of",0,0,0,0,0,,
2160,is developing a subtle bullish divergence on the Daily timeframeNothing conclusive at this early-stage$BTC,0,0,0,0,0,,
2161,A significant portion of this correction has already happenedNot too much left before it's entirely over$BTC,0,0,0,0,0,,
2162,"Every day, is getting closer to bottoming and reversing$BTC",0,0,0,0,0,,
2163,$CRO / - CRO has rallied +400% since breaking out from its multi-month re-accumulation range,0,0,0,0,0,,
2164,"$WOO / USDT - is successful thus farUltimately, WOO needs to Weekly Close above the oran",0,0,0,0,0,,
2165,How Much Deeper Could Retrace?Checkout my new YouTube video: in today's video,0,0,0,0,0,,
2166,Sentiment moves Greed drives price upFear drives price down Extreme Greed precedes topsExtreme Fear pr,0,0,0,0,0,,
2167,Black Friday Sale Is Here Get $50 OFF All Courses! Visit Choose your course,0,0,0,0,0,,
2168,I'm excited to announce a partnership with Looking forward to testing out my new Metal Visa Card: P,0,0,0,0,0,,
2169,Hit like if you want me to return to YouTube today with a new video about Subscribe here:,0,0,0,0,0,,
2170,bouncing from support and quickly retracing the rebound almost in its entirety isn't a good sign of strength,0,0,0,0,0,,
2171,$DOGE / USD - DOGE has rebounded from the very bottom of its current wedging market structureNe,0,0,0,0,0,,
2172,"$WOO / USDT - is in the process of its retest attemptIn May, this orange area figured as re",0,0,0,0,0,,
2173,$LRC / - LRC is attempting a breakout right now,0,0,0,0,0,,
2174,"$BAT / USD - BAT continues to retest the red area as supportIn fact, BAT may be on th",0,0,0,0,0,,
2175,That's a good start$BTC,0,0,0,0,0,,
2176,Time will tell$BTC,0,0,0,0,0,,
2177,"is still see-sawing in and around the key Monthly level (green)Sometimes reclaiming the level, recently losi",0,0,0,0,0,,
2178,downside volatility below the green Monthly level is now in progressInvestor sentiment is also getting incre,0,0,0,0,0,,
2179,investors are getting fearful which is exactly what needs to happen for Bitcoin to get closer to a price rever,0,0,0,0,0,,
2180,Extreme Fear precedes financial opportunity,0,0,0,0,0,,
2181,Looks like a Flag breakdownFlip the Flag bottom into resistance &amp; BTC could drop lowerThere's another way,0,0,0,0,0,,
2182,"New edition of the Rekt Capital Newsletter is live!""Full Dominance Analysis""I share my in-depth thoughts o",0,0,0,0,0,,
2183,Is Building A Base For New Upside?Checkout my new YouTube video: and Subscri,0,0,0,0,0,,
2184,"is still retesting this Monthly level as supportMonthly retest is still intact, despite the downside volatil",0,0,0,0,0,,
2185,$LRC / - Strong rejection from the Flag top resistance but no major trend shiftNo new trend,0,0,0,0,0,,
2186,A Higher Low does indeed formBTC is forming a flag structure following its retrace from ~$67KThese types o,0,0,0,0,0,,
2187,already had its extreme Bear Trap back in MayDont get shaken out now$BTC,0,0,0,0,0,,
2188,Just finished recording a tutorial for the brand NEW Bitcoin Investing course This resource will help you better,0,0,0,0,0,,
2189,"$LRC / - After a strong run, LRC is consolidating below a key resistance areaIn fact, LRC i",0,0,0,0,0,,
2190,"$WOO / USDT - weeks ago, WOO breached its old All Time High resistance (blue) to breakout int",0,0,0,0,0,,
2191,The two most effective ways for to prolong the amount of time it spends in a Bull Run is either via extended c,0,0,0,0,0,,
2192,"Indeed, the top of the green box figured as resistance and rejected As a result, $BTC performed a Weekly can",0,0,0,0,0,,
2193,": Here are all the Altcoins I shared charts &amp; analysis for this past Friday, exclusively in the Rekt Capital NewsletterSig",0,0,0,0,0,,
2194,$CRO / - CRO has rallied over +300% since breaking out from its multi-month re-accumulation,0,0,0,0,0,,
2195,"Here are all the Altcoins I shared charts &amp; analysis for this past Friday, exclusively in the Rekt Capital Newslett",0,0,0,0,0,,
2196,"I publish the Rekt Capital Newsletter three times a weekOn Mondays, I share exclusive macro research on We",0,0,0,0,0,,
2197,"Investor sentiment towards is see-sawingLast week, greed prevailedThree days ago it was neutralYesterday",0,0,0,0,0,,
2198,could probably confirm the end of this correction with a Weekly Close above the green boxBut here's the prob,0,0,0,0,0,,
2199,"has managed to make its way above the Monthly levelMonthly retest is still intact, despite the downside vola",0,0,0,0,0,,
2200,Weekly retest is looking really good thus farLooks like $BTC has dug deep into the green support and success,0,0,0,0,0,,
2201,downside volatility below the green Monthly level complete for the time beingMonthly retest is successful th,0,0,0,0,0,,
2202,": Strong market-wide selling is going onUndoubtedly, Seller Exhaustion lies aheadWatch for high sellside volume bars in",0,0,0,0,0,,
2203,Looks like has formed a new Higher Low$BTC,0,0,0,0,0,,
2204,corrections are for accumulation $BTC,0,0,0,0,0,,
